Page  Ranks 
2       0.28042084210197804
1       0.23809046105762213
38       0.022479172952722556
4       0.019806070052239874
14       0.014224199118854487
22       0.008550527503938171
17       0.007100770755068961
7       0.007100770755068961
80       0.005753199289848191
40       0.0052473611781224585
